Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo74,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Nitrospirillum; __Nitrospirillum amazonense,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Nitrospirillum,__Nitrospirillum amazonense,1,1,NR_104981.1,NA,NA,39,53,30,39,38,31,42,20,24,39,24,51,29,54,39,0,0,0,0,0,0,0,0,0
denovo75,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,36,43,46,32,52,29,47,49,28,44,40,54,31,31,33,0,0,0,0,0,0,0,0,0
denovo76,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Thiotrichales; __Piscirickettsiaceae; __Methylophaga; __Methylophaga marina,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Thiotrichales,__Piscirickettsiaceae,__Methylophaga,__Methylophaga marina,1,1,NR_114081.1,NA,NA,41,37,30,57,55,31,68,65,37,56,61,47,50,50,46,0,0,0,0,0,0,0,0,0
denovo77,Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium; __Flavobacterium suncheonense,Bacteria,__Bacteroidetes,__Flavobacteriia,__Flavobacteriales,__Flavobacteriaceae,__Flavobacterium,__Flavobacterium suncheonense,1,1,NR_043655.1,NA,NA,58,43,41,93,18,35,34,25,54,54,45,30,25,24,11,0,0,0,0,0,0,0,0,0
denovo78,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,93,56,85,106,153,109,98,88,89,104,87,93,44,47,77,0,0,0,0,0,0,0,0,0
denovo79,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Steroidobacteraceae; __Steroidobacter; __Steroidobacter denitrificans,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Steroidobacteraceae,__Steroidobacter,__Steroidobacter denitrificans,1,1,NR_044309.1,NA,NA,86,59,60,61,51,37,114,88,69,98,76,114,119,92,102,0,0,0,0,0,0,0,0,0
denovo80,Bacteria; __Chloroflexi; __Caldilineae; __Caldilineales; __Caldilineaceae; __Litorilinea; __Litorilinea aerophila,Bacteria,__Chloroflexi,__Caldilineae,__Caldilineales,__Caldilineaceae,__Litorilinea,__Litorilinea aerophila,1,1,NR_132330.1,NA,NA,11,42,44,47,53,42,25,26,33,17,18,12,24,23,12,0,0,0,0,0,0,0,0,0
denovo81,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,33,25,58,50,49,78,44,45,33,64,44,38,23,12,17,0,0,0,0,0,0,0,0,0
denovo82,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,33,29,16,21,29,7,21,18,23,29,12,49,39,45,68,0,0,0,0,0,0,0,0,0
denovo83,Bacteria; __Bacteroidetes; __Saprospiria; __Saprospirales; __Haliscomenobacteraceae; __Haliscomenobacter; __Haliscomenobacter hydrossis,Bacteria,__Bacteroidetes,__Saprospiria,__Saprospirales,__Haliscomenobacteraceae,__Haliscomenobacter,__Haliscomenobacter hydrossis,1,1,NR_074420.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,206,264,7,0,9
denovo84,Bacteria; __Planctomycetes; __Phycisphaerae; __Tepidisphaerales; __Tepidisphaeraceae; __Tepidisphaera; __Tepidisphaera mucosa,Bacteria,__Planctomycetes,__Phycisphaerae,__Tepidisphaerales,__Tepidisphaeraceae,__Tepidisphaera,__Tepidisphaera mucosa,1,1,NR_148582.1,NA,NA,34,32,57,19,35,32,34,28,20,20,31,28,34,15,19,0,0,0,0,0,0,0,0,0
denovo85,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Pelomonas; __Pelomonas puraquae,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Comamonadaceae,__Pelomonas,__Pelomonas puraquae,1,1,NR_042615.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,71,278
denovo86,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,46,19,57,45,36,72,52,28,39,77,52,63,27,30,25,0,0,0,0,0,0,0,0,0
denovo87,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,26,25,16,21,19,12,31,9,18,39,21,37,36,31,28,0,0,0,0,0,0,0,0,0
denovo88,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Acetobacteraceae; __Stella; __Stella humosa,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Acetobacteraceae,__Stella,__Stella humosa,1,1,NR_025582.1,NA,NA,24,25,18,50,33,30,25,41,62,37,36,26,15,4,8,0,0,0,0,0,0,0,0,0
denovo89,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Rurimicrobium; __Rurimicrobium arvi,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Rurimicrobium,__Rurimicrobium arvi,1,1,NR_159218.1,NA,NA,17,8,27,83,24,44,35,25,30,50,39,72,11,25,28,0,0,0,0,0,0,0,0,0
denovo90,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Simkaniaceae; __Simkania; __Simkania negevensis,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Simkaniaceae,__Simkania,__Simkania negevensis,1,1,NR_074932.1,NA,NA,25,18,30,21,38,20,28,45,13,26,30,28,13,16,6,0,0,0,0,0,0,0,0,0
denovo91,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,37,15,48,34,27,36,32,26,26,36,41,31,20,31,39,0,0,0,0,0,0,0,0,0
denovo92,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,55,53,84,73,68,100,67,80,57,88,80,61,67,38,34,0,0,0,0,0,0,0,0,0
denovo93,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Cellvibrionales; __Cellvibrionaceae; __Cellvibrio; __Cellvibrio gandavensis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Cellvibrionales,__Cellvibrionaceae,__Cellvibrio,__Cellvibrio gandavensis,1,1,NR_025419.1,NA,NA,26,26,31,57,34,206,46,64,36,72,66,53,23,26,14,0,0,0,0,0,0,0,0,0
denovo94,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,58,47,34,58,73,38,38,34,71,22,22,55,30,12,21,0,0,0,0,0,0,0,0,0
denovo95,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Lacunisphaera; __Lacunisphaera anatis,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Lacunisphaera,__Lacunisphaera anatis,1,1,NR_146377.1,NA,NA,99,71,46,60,107,61,74,59,64,108,55,41,92,68,49,0,0,0,0,0,0,0,0,3
denovo96,Bacteria; __Cyanobacteria; __; __Pleurocapsales; __Dermocarpellaceae; __Stanieria; __Stanieria cyanosphaera,Bacteria,__Cyanobacteria,__,__Pleurocapsales,__Dermocarpellaceae,__Stanieria,__Stanieria cyanosphaera,1,1,NR_102468.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,131,133
denovo97,Bacteria; __Rhodothermaeota; __Rhodothermia; __Rhodothermales; __Rubricoccaceae; __Rubrivirga; __Rubrivirga profundi,Bacteria,__Rhodothermaeota,__Rhodothermia,__Rhodothermales,__Rubricoccaceae,__Rubrivirga,__Rubrivirga profundi,1,1,NR_151960.1,NA,NA,12,49,82,54,43,41,52,49,28,26,25,10,9,10,8,0,0,0,0,0,0,0,0,0
denovo98,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Archangiaceae; __Vitiosangium; __Vitiosangium cumulatum,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Archangiaceae,__Vitiosangium,__Vitiosangium cumulatum,1,1,NR_156939.1,NA,NA,13,14,93,33,25,33,35,41,65,93,34,16,19,16,11,0,0,0,0,0,0,0,0,0
denovo99,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Thermoguttaceae; __Thermostilla; __Thermostilla marina,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Thermoguttaceae,__Thermostilla,__Thermostilla marina,1,1,NR_148598.1,NA,NA,23,29,35,37,38,30,46,31,27,30,25,32,22,21,17,0,0,0,0,0,0,0,0,0
denovo100,Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Crocinitomicaceae; __Fluviicola; __Fluviicola hefeinensis,Bacteria,__Bacteroidetes,__Flavobacteriia,__Flavobacteriales,__Crocinitomicaceae,__Fluviicola,__Fluviicola hefeinensis,1,1,NR_133750.1,NA,NA,124,21,3,40,0,0,33,3,36,2,3,90,209,29,33,0,0,0,0,0,0,0,0,0
denovo101,Bacteria; __Planctomycetes; __Phycisphaerae; __Phycisphaerales; __Phycisphaeraceae; __Algisphaera; __Algisphaera agarilytica,Bacteria,__Planctomycetes,__Phycisphaerae,__Phycisphaerales,__Phycisphaeraceae,__Algisphaera,__Algisphaera agarilytica,1,1,NR_125472.1,NA,NA,43,30,45,31,60,18,32,70,52,26,22,19,21,19,17,0,0,0,0,0,0,0,0,0
denovo102,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Peptostreptococcaceae; __Peptostreptococcus; __Peptostreptococcus russellii,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Peptostreptococcaceae,__Peptostreptococcus,__Peptostreptococcus russellii,1,1,NR_115155.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,59,33,0,0,0
denovo103,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Alterococcus; __Alterococcus agarolyticus,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Alterococcus,__Alterococcus agarolyticus,1,1,NR_036763.1,NA,NA,104,45,78,64,71,46,75,54,68,52,48,82,87,76,62,0,0,0,0,0,0,0,0,0
denovo104,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,54,19,7,18,20,19,45,17,22,49,19,60,26,79,66,0,0,0,0,0,0,0,0,0
denovo105,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,52,31,21,13,15,5,9,12,27,6,11,21,61,46,50,0,0,0,0,0,0,0,0,0
denovo106,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Ornatilinea; __Ornatilinea apprima,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Ornatilinea,__Ornatilinea apprima,1,1,NR_109544.1,NA,NA,8,39,57,47,25,29,46,19,23,14,36,26,10,12,5,0,0,0,0,0,0,0,0,0
denovo107,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,76,52,50,57,50,44,68,47,41,66,48,51,36,49,43,0,0,0,0,0,0,0,0,0
denovo108,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Phaselicystidaceae; __Phaselicystis; __Phaselicystis flava,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Phaselicystidaceae,__Phaselicystis,__Phaselicystis flava,1,1,NR_044523.1,NA,NA,33,39,28,21,20,20,13,33,31,20,17,21,71,23,20,0,0,0,0,0,0,0,0,0
denovo109,Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Gallionellaceae; __Sideroxydans; __Sideroxydans lithotrophicus,Bacteria,__Proteobacteria,__Betaproteobacteria,__Nitrosomonadales,__Gallionellaceae,__Sideroxydans,__Sideroxydans lithotrophicus,1,1,NR_074731.1,NA,NA,24,37,33,36,35,30,33,30,30,41,28,28,37,16,18,0,0,0,0,0,0,0,0,0
denovo110,Bacteria; __Cyanobacteria; __; __Synechococcales; __Heteroleibleiniaceae; __Tapinothrix; __Tapinothrix clintonii,Bacteria,__Cyanobacteria,__,__Synechococcales,__Heteroleibleiniaceae,__Tapinothrix,__Tapinothrix clintonii,1,1,NR_125576.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,133,154
denovo111,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,42,20,15,8,13,12,39,17,10,10,13,51,67,79,31,0,0,0,0,0,0,0,0,0
denovo112,Bacteria; __Acidobacteria; __Vicinamibacteria; __; __Vicinamibacteraceae; __Vicinamibacter; __Vicinamibacter silvestris,Bacteria,__Acidobacteria,__Vicinamibacteria,__,__Vicinamibacteraceae,__Vicinamibacter,__Vicinamibacter silvestris,1,1,NR_151905.1,NA,NA,73,87,46,52,66,54,53,42,43,67,25,74,84,94,52,0,0,0,0,0,0,0,0,0
denovo113,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,23,9,34,39,48,41,23,47,47,60,72,29,6,8,4,0,0,0,0,0,0,0,0,0
denovo114,Bacteria; __Bacteroidetes; __Bacteroidia; __Marinilabiliales; __Marinilabiliaceae; __Geofilum; __Geofilum rhodophaeum,Bacteria,__Bacteroidetes,__Bacteroidia,__Marinilabiliales,__Marinilabiliaceae,__Geofilum,__Geofilum rhodophaeum,1,1,NR_158091.1,NA,NA,36,20,35,17,10,19,18,10,19,37,26,124,30,38,28,0,0,0,0,0,0,0,0,0
denovo115,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,33,37,6,14,24,22,15,15,16,22,8,29,33,25,21,0,0,0,0,0,0,0,0,0
denovo116,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobiaceae; __Luteolibacter; __Luteolibacter flavescens,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobiaceae,__Luteolibacter,__Luteolibacter flavescens,1,1,NR_156157.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,254,69,225
denovo117,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Acetobacteraceae; __Rhodopila; __Rhodopila globiformis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Acetobacteraceae,__Rhodopila,__Rhodopila globiformis,1,1,NR_037120.1,NA,NA,19,29,33,33,32,37,31,33,28,27,18,27,18,21,13,0,0,0,0,0,0,0,0,0
denovo118,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Chondromyces; __Chondromyces apiculatus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Chondromyces,__Chondromyces apiculatus,1,1,NR_025344.1,NA,NA,45,20,29,35,18,19,38,43,21,33,20,40,40,20,35,0,0,0,0,0,0,0,0,0
denovo119,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Thermanaerothrix; __Thermanaerothrix daxensis,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Thermanaerothrix,__Thermanaerothrix daxensis,1,1,NR_117865.1,NA,NA,17,32,28,29,24,15,23,9,8,62,12,7,18,16,10,0,0,0,0,0,0,0,0,0
denovo120,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,43,26,56,37,37,53,34,35,33,37,39,54,58,25,33,0,0,0,0,0,0,0,0,0
denovo121,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium chromiireducens,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium chromiireducens,1,1,NR_122090.1,NA,NA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,156,186,205,4,1,10
denovo122,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,24,17,26,25,29,29,22,15,28,23,19,27,11,11,9,0,0,0,0,0,0,0,0,0
denovo123,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Ectothiorhodospiraceae; __Thioalkalivibrio; __Thioalkalivibrio nitratireducens,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Chromatiales,__Ectothiorhodospiraceae,__Thioalkalivibrio,__Thioalkalivibrio nitratireducens,1,1,NR_102486.1,NA,NA,79,29,23,15,23,6,36,17,23,30,18,23,18,15,24,0,0,0,0,0,0,0,0,0
denovo124,Bacteria; __Firmicutes; __Clostridia; __Natranaerobiales; __Natranaerobiaceae; __Natranaerobaculum; __Natranaerobaculum magadiense,Bacteria,__Firmicutes,__Clostridia,__Natranaerobiales,__Natranaerobiaceae,__Natranaerobaculum,__Natranaerobaculum magadiense,1,1,NR_135713.1,NA,NA,75,47,33,48,38,26,68,46,38,46,25,55,47,51,38,0,0,0,0,0,0,0,0,0
denovo125,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Thermomarinilinea; __Thermomarinilinea lacunifontana,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Thermomarinilinea,__Thermomarinilinea lacunifontana,1,1,NR_132293.1,NA,NA,25,86,56,76,39,69,91,42,43,53,33,24,31,43,21,0,0,0,0,0,0,0,0,0
denovo126,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Opitutus; __Opitutus terrae,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Opitutus,__Opitutus terrae,1,1,NR_074978.1,NA,NA,46,41,49,44,54,45,45,59,59,61,45,45,50,34,22,0,0,0,0,0,0,0,0,0
denovo127,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Burkholderiaceae; __Cupriavidus; __Cupriavidus necator,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Burkholderiaceae,__Cupriavidus,__Cupriavidus necator,1,1,NR_102851.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,97,135,0,0,0
denovo128,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,39,66,17,28,18,10,25,7,9,31,11,23,127,65,56,0,0,0,0,0,0,0,0,0
denovo129,Bacteria; __Chloroflexi; __Ktedonobacteria; __Ktedonobacterales; __Ktedonobacteraceae; __Ktedonobacter; __Ktedonobacter racemifer,Bacteria,__Chloroflexi,__Ktedonobacteria,__Ktedonobacterales,__Ktedonobacteraceae,__Ktedonobacter,__Ktedonobacter racemifer,1,1,NR_112949.1,NA,NA,4,45,12,12,26,12,4,11,107,9,9,6,4,8,5,0,0,0,0,0,0,0,0,0
denovo130,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Lacunisphaera; __Lacunisphaera parvula,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Lacunisphaera,__Lacunisphaera parvula,1,1,NR_146378.1,NA,NA,25,18,23,20,27,20,44,31,27,21,9,38,19,20,29,0,0,0,0,0,0,0,0,0
denovo131,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Xanthomonadaceae; __Pseudoxanthomonas; __Pseudoxanthomonas sangjuensis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Xanthomonadales,__Xanthomonadaceae,__Pseudoxanthomonas,__Pseudoxanthomonas sangjuensis,1,1,NR_137263.1,NA,NA,11,12,18,22,22,24,41,37,20,34,25,18,8,18,15,0,0,0,0,0,0,0,0,0
denovo132,Bacteria; __Acidobacteria; __Vicinamibacteria; __; __Vicinamibacteraceae; __Luteitalea; __Luteitalea pratensis,Bacteria,__Acidobacteria,__Vicinamibacteria,__,__Vicinamibacteraceae,__Luteitalea,__Luteitalea pratensis,1,1,NR_156918.1,NA,NA,91,59,29,57,51,31,49,39,51,39,45,93,62,82,80,0,0,0,0,0,0,0,0,0
denovo133,Bacteria; __Proteobacteria; __Betaproteobacteria; __Rhodocyclales; __Zoogloeaceae; __Azoarcus; __Azoarcus olearius,Bacteria,__Proteobacteria,__Betaproteobacteria,__Rhodocyclales,__Zoogloeaceae,__Azoarcus,__Azoarcus olearius,1,1,NR_108183.1,NA,NA,29,24,15,14,14,9,32,21,26,21,11,32,54,33,29,0,0,0,0,0,0,0,0,0
denovo134,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Marinobacter; __Marinobacter salinus,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Alteromonadales,__Alteromonadaceae,__Marinobacter,__Marinobacter salinus,1,1,NR_156086.1,NA,NA,56,46,8,14,14,2,34,6,5,5,9,83,328,81,76,0,0,0,0,0,0,0,0,7
denovo135,Bacteria; __Deinococcus-Thermus; __Deinococci; __Deinococcales; __Deinococcaceae; __Deinococcus; __Deinococcus misasensis,Bacteria,__Deinococcus-Thermus,__Deinococci,__Deinococcales,__Deinococcaceae,__Deinococcus,__Deinococcus misasensis,1,1,NR_041480.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,4,13
denovo136,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,73,54,54,50,77,42,27,58,61,27,31,30,52,40,29,0,0,0,0,0,0,0,0,0
denovo137,Bacteria; __Planctomycetes; __Planctomycetia; __Isosphaerales; __Isosphaeraceae; __Tundrisphaera; __Tundrisphaera lichenicola,Bacteria,__Planctomycetes,__Planctomycetia,__Isosphaerales,__Isosphaeraceae,__Tundrisphaera,__Tundrisphaera lichenicola,1,1,NR_158050.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,158,103,0,0,0,22,2,7
denovo138,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __; __Sphaerotilus; __Sphaerotilus natans,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__,__Sphaerotilus,__Sphaerotilus natans,1,1,NR_104787.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,71,151
denovo139,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Thermomarinilinea; __Thermomarinilinea lacunifontana,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Thermomarinilinea,__Thermomarinilinea lacunifontana,1,1,NR_132293.1,NA,NA,40,17,25,18,19,9,24,25,30,18,17,35,31,42,25,0,0,0,0,0,0,0,0,0
denovo140,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Geobacillus; __Geobacillus galactosidasius,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Bacillaceae,__Geobacillus,__Geobacillus galactosidasius,1,1,NR_108140.1,NA,NA,13,76,42,62,68,58,14,44,28,22,25,12,19,14,4,0,0,0,0,0,0,0,0,0
denovo141,Bacteria; __Bacteroidetes; __Bacteroidia; __Bacteroidales; __Lentimicrobiaceae; __Lentimicrobium; __Lentimicrobium saccharophilum,Bacteria,__Bacteroidetes,__Bacteroidia,__Bacteroidales,__Lentimicrobiaceae,__Lentimicrobium,__Lentimicrobium saccharophilum,1,1,NR_149795.1,NA,NA,14,14,19,54,60,40,18,36,37,40,34,26,11,16,2,0,0,0,0,0,0,0,0,0
denovo142,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Devosia; __Devosia yakushimensis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Hyphomicrobiaceae,__Devosia,__Devosia yakushimensis,1,1,NR_114252.1,NA,NA,31,40,53,55,67,48,64,58,56,97,50,49,37,66,45,0,0,3,0,0,0,0,4,0
denovo143,Bacteria; __Ignavibacteriae; __Ignavibacteria; __Ignavibacteriales; __Ignavibacteriaceae; __Ignavibacterium; __Ignavibacterium album,Bacteria,__Ignavibacteriae,__Ignavibacteria,__Ignavibacteriales,__Ignavibacteriaceae,__Ignavibacterium,__Ignavibacterium album,1,1,NR_074698.1,NA,NA,21,18,15,26,43,23,23,34,29,20,19,10,19,13,7,0,0,0,0,0,0,0,0,0
denovo144,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Phaselicystidaceae; __Phaselicystis; __Phaselicystis flava,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Phaselicystidaceae,__Phaselicystis,__Phaselicystis flava,1,1,NR_044523.1,NA,NA,44,49,28,48,38,19,73,53,22,37,26,40,36,54,42,0,0,0,0,0,0,0,0,0
denovo145,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,24,11,12,21,35,18,24,37,24,18,17,15,26,21,25,0,0,0,0,0,0,0,0,0
denovo146,Bacteria; __Acidobacteria; __Acidobacteriia; __Bryobacterales; __Bryobacteraceae; __Paludibaculum; __Paludibaculum fermentans,Bacteria,__Acidobacteria,__Acidobacteriia,__Bryobacterales,__Bryobacteraceae,__Paludibaculum,__Paludibaculum fermentans,1,1,NR_134120.1,NA,NA,41,40,21,19,32,26,17,29,39,29,17,16,16,13,12,0,0,0,0,0,0,0,0,0
denovo147,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Sandaracinaceae; __Sandaracinus; __Sandaracinus amylolyticus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Sandaracinaceae,__Sandaracinus,__Sandaracinus amylolyticus,1,1,NR_118001.1,NA,NA,34,12,15,10,15,10,29,14,21,21,12,23,61,18,33,0,0,0,0,0,0,0,0,0
denovo148,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Hyphomonadaceae; __Hirschia; __Hirschia litorea,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodobacterales,__Hyphomonadaceae,__Hirschia,__Hirschia litorea,1,1,NR_109658.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,99,128,0,0,0
denovo149,Bacteria; __Firmicutes; __Bacilli; __Lactobacillales; __Enterococcaceae; __Vagococcus; __Vagococcus martis,Bacteria,__Firmicutes,__Bacilli,__Lactobacillales,__Enterococcaceae,__Vagococcus,__Vagococcus martis,1,1,NR_158022.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,83,56,0,0,0
denovo150,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Rhodoplanes; __Rhodoplanes tepidicaeni,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Hyphomicrobiaceae,__Rhodoplanes,__Rhodoplanes tepidicaeni,1,1,NR_159238.1,NA,NA,61,75,78,94,105,67,112,66,73,97,76,76,109,115,89,0,0,0,0,0,0,0,0,0
